Age,Sex,Occupation,Fee Structure ID,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Contact_to_Meeting_Days,Bank_Joined_Days,Nationality
51,M,Business Systems Development Analyst,H,Gold,Private Bank,131121.98939999996,33075.99,1,4267.352,738628.08,487211.65376,352364.0412032,10644.071999999998,968501.5199999999,1,-115,10348,European
32,F,Accountant II,L,Jade,Investments Only,224722.41000000003,19388.050000000003,2,690.58,1398446.984,191631.19624,69349.77615280001,75949.346,1531982.6720000003,1,-560,12656,European
22,M,Teacher,H,Silver,Investments Only,82651.2444,9350.640000000001,1,1039.5945000000002,172491.88950000002,223049.88014400002,229271.79785328003,2813.1894000000007,285502.455,2,-59,12017,Maori
58,F,Marketing Assistant,H,Gold,Retail,21090.7648,4114.320000000001,2,1386.5600000000002,149157.79200000002,27357.523200000003,34044.91776000001,19680.192000000003,427414.1760000001,2,125,3186,Asian
31,M,Human Resources Assistant I,H,Platinum,Commercial,337249.3575,19296.7,1,2617.082,484229.734,196948.332,413153.83424,52707.378,1545597.194,1,-481,7639,Indian
57,F,Structural Engineer,H,Jade,Retail,107655.51809999999,38404.02,1,1045.1843999999999,624915.3221999999,171664.901694,428694.0772303799,1194.2658000000001,655845.6762,0,288,3621,European
64,M,Programmer Analyst IV,MR,Jade,Retail,224839.07180000003,4873.51,2,3693.3764,816590.4204,373833.01602599997,446849.7625604401,25010.459899999998,490030.50619999995,0,-208,8245,Asian
82,M,Research Associate,H,Silver,Retail,84089.46780000001,8018.400000000001,1,1815.0327000000002,237269.0697,33734.010492,20010.158287079998,602.7372,243516.7839,2,228,4810,European
84,M,Quality Control Specialist,L,Platinum,Retail,246327.375,28068.0,1,2661.5625,878592.9375,46607.491125,39677.92451999999,48436.6125,462837.75,0,-306,9386,European
24,M,Environmental Specialist,MR,Jade,Investments Only,157380.496,4309.76,1,691.7404000000001,1017636.3288000001,658677.581172,170534.33265959998,46020.327600000004,1144712.1036,2,208,5981,European
19,F,Automation Specialist II,H,Jade,Commercial,94278.1875,19980.75,2,628.53,135261.87,376851.72959999996,797373.924336,24220.545,1013471.415,2,-366,5812,Indian
48,M,Administrative Assistant IV,H,Gold,Investments Only,439472.865,36385.95,2,917.32,858150.922,173400.0952,312120.17136,16741.09,535785.294,0,-240,5651,Asian
17,M,Structural Analysis Engineer,H,Jade,Investments Only,309468.8025,24993.15,1,1974.3555000000001,801630.5115,590771.54006,240779.31957040002,60404.968,1488976.7035,1,-274,3768,European
61,F,Programmer I,MR,Jade,Commercial,384142.6688,34698.56,1,4193.4672,572900.8896000001,145681.833024,197156.08069248003,47953.3704,193773.2784,1,-297,9653,Asian
73,F,Software Test Engineer II,MR,Silver,Retail,107365.6155,14408.16,3,2695.3992,172396.97280000002,74358.13788,75465.59950800001,9218.4417,402594.3792,2,295,11884,European
28,M,Structural Analysis Engineer,H,Gold,Retail,128148.70530000002,12681.24,1,1332.0450000000003,121833.55800000002,46031.58153,14641.826344200002,12705.66,383125.0104000001,3,-417,3559,European
81,F,Statistician I,H,Jade,Retail,208965.84799999997,53907.619999999995,1,5767.773399999999,511241.4476,432689.93136,67066.93936079997,39350.7586,227001.45279999997,1,-349,9097,Asian
74,F,Speech Pathologist,H,Jade,Retail,50054.159999999996,4521.9,3,389.4479999999999,276227.71199999994,39311.5464,55999.931904,11444.975999999999,43473.888,2,-27,3998,European
49,F,Pharmacist,L,Jade,Retail,29125.2561,28117.39,2,4248.297,723573.6784999999,151436.90177,53376.59109139998,24406.008499999996,406859.7485,2,27,5343,European
74,M,Developer I,H,Gold,Retail,60970.291200000014,18932.480000000003,2,707.112,196012.67,306060.29159999994,120675.20068800004,23474.766,293613.768,1,180,11345,European
43,F,Paralegal,MR,Jade,Retail,133180.8784,27623.46,1,4027.3464000000004,510992.70320000005,145620.83443600003,359475.43129344,15138.4723,670259.8840000001,2,-37,8775,Pacific Islander
50,M,Web Developer II,MR,Jade,Retail,71186.0448,13756.86,2,4363.008000000001,1267067.3184,241658.95104000004,31743.84245759999,73828.4976,752241.8592000001,2,153,3245,European
74,M,Payment Adjustment Coordinator,H,Gold,Commercial,111956.46850000002,24675.67,1,1971.8854,556782.5416,246023.15220799998,56705.33630160002,17993.5736,567031.7636,1,-62,10259,European
83,F,Information Systems Manager,H,Platinum,Retail,175192.75200000004,50740.240000000005,1,2620.992,777960.3920000001,396433.7691600001,657266.8593304,11312.004000000003,1117329.4880000001,3,-17,6090,Indian
57,M,Account Coordinator,H,Jade,Retail,148469.0688,43771.520000000004,1,513.3696,96667.90399999998,284331.83168,107171.22886399998,26628.7744,716626.0992,3,-142,3547,Indian
40,M,Account Executive,H,Silver,Commercial,288372.7,7674.799999999999,1,4381.44,1369221.0,64500.508799999996,192757.28976,63160.439999999995,1068170.0399999998,3,261,9528,European
21,F,Software Test Engineer IV,H,Silver,Retail,266530.81259999995,21990.3,1,447.05099999999993,467686.79549999995,219609.37912499995,388708.60105124995,9180.932999999999,985045.4145,2,-84,7133,European
27,M,Social Worker,L,Jade,Commercial,78054.20999999999,18705.0,1,2462.6160000000004,443193.19200000004,143374.2336,335137.27104,38769.588,768206.088,0,-286,5735,European
56,M,Senior Financial Analyst,H,Jade,Investments Only,189555.9256,22685.02,2,1723.3395999999998,457331.90199999994,28963.038608000003,72986.85729215998,41997.150799999996,1220064.9911999998,3,168,11346,Asian
82,F,Engineer IV,L,Jade,Investments Only,58989.69570000001,11962.08,1,1451.7672,238669.5792,154753.35657600002,266617.92575808003,34111.4904,0.0,0,105,3364,European
69,F,Engineer IV,MR,Jade,Commercial,192727.1775,19953.7,1,4306.705,703469.3899999999,498986.14688,243373.43201600004,35074.143,1713942.8020000001,3,3,11359,European
64,M,Media Manager I,H,Gold,Retail,258577.758,37668.72,1,1672.264,372833.032,222524.40038400004,379375.57388544,40969.104,479087.54079999996,1,54,3408,European
38,F,Statistician III,L,Jade,Retail,456100.03530000005,57323.630000000005,1,2551.9494000000004,348975.02640000003,363616.11686400004,265160.06060544,28117.6896,1345870.7262000002,3,-427,4743,Asian
83,F,Community Outreach Specialist,MR,Jade,Retail,238781.13089999996,38376.42,1,4957.843199999999,916634.5641000001,976442.996682,113996.77876925998,12450.753299999998,285914.61,2,-74,11512,Asian
41,M,Financial Advisor,MR,Jade,Retail,339802.5736,59287.130000000005,1,5457.241,389702.5444,265049.011304,63336.387116800004,36141.7258,1023580.2322,0,-47,9423,Asian
40,F,Health Coach IV,H,Silver,Retail,138500.68959999998,31907.839999999997,1,3299.68,777274.72,439887.38623999996,807724.25232,101659.008,1868307.68,0,-592,9076,European
36,F,Actuary,MR,Silver,Retail,385028.64,30937.600000000002,2,3364.864,926133.76,252503.62879999998,352549.6611840001,3252.224,225850.88000000003,1,-209,5628,European
50,F,Research Nurse,MR,Platinum,Retail,147230.1668,19263.88,1,116.0488,431461.63680000004,53923.81077600001,67878.63938288,17677.4504,504046.5042,0,-412,12599,European
68,F,Analyst Programmer,MR,Platinum,Retail,131962.7958,10259.67,1,4450.749600000001,547003.7232,236175.47078400003,458435.73815423995,11136.972,973558.9512000001,0,-211,12411,European
50,M,Engineer III,MR,Jade,Retail,173052.0596,35318.52,3,5.742,85486.258,152413.92539999998,76154.406174,11728.354000000001,980616.846,0,5,8827,European
31,F,Research Assistant II,H,Gold,Retail,144729.33539999998,30974.789999999997,1,9300.758399999999,546156.3071999999,128730.330792,80390.77800479998,55348.3224,1594072.1687999999,1,-266,7688,Asian
79,M,Web Designer III,MR,Gold,Private Bank,259866.83339999994,29786.739999999998,1,1128.6405,442798.1447,746166.498672,163445.9949472001,41568.0547,372524.6784,2,-315,9965,European
30,M,Information Systems Manager,H,Gold,Retail,277568.265,5312.5,1,3295.4075,1238071.92,287201.26399999997,108315.90528000004,46840.6525,906190.2274999999,2,234,7179,Maori
42,F,Systems Administrator III,H,Silver,Retail,105030.50279999999,3942.88,2,3290.8608,520453.41120000003,184853.51711999997,327806.9036928,4826.8512,718061.5584,3,-148,11516,European
24,M,Research Assistant I,H,Jade,Retail,46666.1475,18698.850000000002,1,4987.8045,892919.7945,468290.88495,403537.5591344999,15969.096,185979.56399999998,1,-3,6199,European
65,F,Media Manager III,H,Jade,Commercial,36972.0576,9079.68,1,3727.7376,117948.4032,509524.53119999997,424731.95827199996,32780.044799999996,986870.1696,1,-203,12167,Maori
49,F,Media Manager II,MR,Silver,Private Bank,26263.1424,6226.56,1,3576.768,210488.512,144644.04864,53287.70603520001,3155.36,141708.736,0,-326,4869,European
69,F,Senior Financial Analyst,MR,Jade,Commercial,150128.7924,4140.92,2,623.392,700025.0560000001,75522.96192000002,12802.9402112,30303.328,1708598.976,2,-95,13040,European
55,M,Developer II,H,Silver,Retail,287122.2784,15789.44,1,397.55519999999996,250880.7168,394375.103616,282805.11462527997,13139.923200000001,1021626.6623999999,0,8,5358,Asian
70,F,Automation Specialist IV,H,Jade,Retail,63251.042400000006,19842.940000000002,3,2199.704,495320.3424,166619.93920000002,217439.020656,22191.4576,309608.0,0,141,10983,European
33,M,Software Engineer IV,MR,Gold,Retail,341966.2455,61537.71,1,3460.5554999999995,621046.1505,97573.33359,53822.709818999996,60734.526000000005,2075443.9859999998,2,-584,7062,European
66,F,Quality Engineer,MR,Silver,Investments Only,156213.39059999998,20226.48,1,2675.3439,1646375.2569,1025964.3590399999,138505.1884704,82576.7843,1658464.3488,0,-164,8039,Asian
28,F,Speech Pathologist,MR,Jade,Commercial,94158.32519999999,48129.6,2,95.9928,390594.1926,241907.14070999998,366623.7110315999,3489.4404,962024.5236,1,-13,13133,Asian
74,F,Human Resources Assistant IV,MR,Gold,Investments Only,38120.11059999999,22574.57,1,1946.7648,69403.2384,317722.2115199999,103486.66318080002,15585.676800000001,738313.44,3,-286,6840,European
65,M,Tax Accountant,H,Silver,Investments Only,91644.6744,10116.640000000001,1,1128.105,240785.996,141277.80700000003,149754.47542000003,22730.004000000004,1430955.4270000004,2,-244,9359,Indian
64,F,VP Marketing,H,Jade,Private Bank,247618.12319999997,32999.38,2,9685.535999999998,1703777.6279999998,1394373.7768799998,299423.42156159994,55777.31599999999,1146609.8139999998,3,-192,9082,European
43,M,Database Administrator I,MR,Jade,Commercial,37071.936,28886.88,2,1109.8120000000001,356463.096,300639.93960000004,100367.48752800001,38155.172,1166359.172,3,-117,3676,European
22,F,Marketing Manager,MR,Silver,Retail,502742.16959999996,51208.12,2,3210.8552,1099619.7419999999,258422.99464800005,171502.62549575997,38996.095199999996,601702.4848,3,37,11775,European
51,F,Office Assistant II,H,Jade,Retail,127957.2321,5475.549999999999,1,953.947,399714.658,296324.965134,227763.50261280002,19165.86,615109.8062,1,-202,12461,Indian
75,M,VP Quality Control,L,Gold,Retail,137103.45659999998,50526.439999999995,1,396.7125,952802.25,102642.67650000002,163641.75282,48305.737499999996,172356.9375,2,-229,3457,Asian
50,F,Chemical Engineer,L,Jade,Commercial,84376.7694,20749.74,3,2511.63,619021.392,111510.897036,95313.46673772,15177.643800000002,171393.6312,2,-17,7006,European
34,M,Programmer Analyst IV,L,Gold,Investments Only,59749.6116,7175.54,1,848.8896000000001,582923.5568,232785.37131199997,195736.98764048005,35640.3216,894663.64,1,-83,9971,European
73,M,Web Developer I,H,Silver,Private Bank,93315.69749999998,30058.949999999997,1,4268.5875,458715.33749999997,0.0,0.0,37508.1375,1534082.325,2,-69,10782,European
63,F,Safety Technician I,MR,Jade,Commercial,143176.05120000002,19395.600000000002,1,2916.5472000000004,865089.0080000001,236603.75200000004,216815.07456000004,20589.8784,1636903.2064,3,-322,7302,European
77,F,Budget/Accounting Analyst II,L,Gold,Retail,282572.6005,14326.61,1,4963.5677000000005,126525.55370000002,70812.344421,128275.25057893002,646.282,549063.5059,2,-402,6535,European
66,F,Chief Design Engineer,MR,Platinum,Retail,85918.90950000001,8139.740000000001,1,4196.2061,173599.49659999998,162056.5206,378131.8814,34870.873,383001.13450000004,1,19,5647,Pacific Islander
73,F,Civil Engineer,MR,Jade,Institutional,61641.574400000005,4504.64,2,2050.5576,62056.976800000004,185378.727744,56231.54741568,1865.2704,452009.84640000004,2,-253,8514,Asian
70,F,Web Designer I,H,Jade,Private Bank,69503.1264,28797.84,3,444.54960000000005,246308.7528,161413.895016,175453.15007087996,8059.392,262550.1384,3,232,7417,Asian
55,F,Product Engineer,MR,Silver,Private Bank,42693.609599999996,8208.36,1,1582.8048000000001,551527.1856000001,276504.544512,182723.41983168,33443.7984,227747.7648,2,-327,3799,European
85,F,Systems Administrator IV,H,Silver,Private Bank,172604.838,57941.64,1,813.9556,291661.4836,595125.13248,185976.60389999993,51923.876,940840.3955999999,3,-486,8549,European
34,F,VP Accounting,H,Gold,Private Bank,216551.64509999997,6291.81,1,5461.910999999999,117004.8348,357696.67311,725329.3649175,9582.942599999998,1064518.1946,0,-26,3247,European
81,F,Product Engineer,MR,Platinum,Private Bank,140652.0402,19839.64,1,2813.373,70599.969,269511.40439999994,142071.01174800005,2319.732,149810.52599999998,2,-316,10404,Indian
81,F,Social Worker,MR,Platinum,Private Bank,61720.62840000001,6251.31,2,3899.1456,218864.94840000002,280702.2541680001,118885.66058879999,17230.619700000003,612629.0415,1,219,10813,Asian
47,F,Budget/Accounting Analyst IV,H,Jade,Commercial,45492.8874,25014.99,1,3284.7009000000003,938754.6999,368042.336298,328123.8982841399,24629.2158,473930.91300000006,3,309,6965,Asian
41,M,VP Sales,L,Jade,Retail,363577.72500000003,51434.35,1,5129.75,731052.7424999999,322383.695175,354622.06469249993,35455.625,614125.221,1,-118,7031,European
52,M,Administrative Assistant II,L,Jade,Institutional,40912.4448,26186.399999999998,1,4062.1499999999996,90456.75,122233.53600000001,119517.23520000001,31105.8,737636.85,2,-36,9442,Asian
73,F,Business Systems Development Analyst,H,Jade,Investments Only,204136.69009999998,38722.25,1,7.114800000000001,898207.2792,309118.468428,109621.71357984,23720.0964,1132529.3364000001,2,-72,9983,European
31,F,Civil Engineer,MR,Jade,Private Bank,52754.09680000001,21393.4,2,2723.0742,561273.7496,336732.185856,204564.80290751997,5815.512,290928.8466,0,-373,8126,Indian
17,M,Office Assistant I,MR,Silver,Retail,125007.58059999997,29763.12,2,7798.240000000001,1361520.4392000001,541827.14908,659812.7752164002,49405.9984,294040.1056,0,-273,5038,European
81,M,Web Designer I,H,Jade,Private Bank,66270.4935,3225.47,1,1723.4678,227862.00179999997,68184.155052,33107.195286359994,2786.2821,376337.6265,0,-205,8460,Indian
64,F,Marketing Manager,H,Gold,Commercial,59368.365000000005,30367.350000000002,2,587.97,730796.0445,254070.98806499998,110458.40333579999,16932.910499999998,766071.117,2,-209,11356,European
47,F,Tax Accountant,L,Silver,Private Bank,155282.2848,22415.109999999997,1,2345.3639999999996,400838.5008,236202.94569599995,46246.050420479995,16386.551999999996,157501.5984,1,162,6229,European
22,M,Food Chemist,MR,Silver,Investments Only,273718.7128,37893.28,1,4825.9223999999995,569916.36,460742.73335999995,451747.2799943999,16989.7104,2918539.26,1,-128,11557,Maori
58,F,Database Administrator III,L,Gold,Investments Only,30131.149800000003,11408.21,1,10.123199999999999,205066.7169,148420.70627999998,93293.01537599998,7800.558299999999,175087.49279999998,0,-58,3893,European
30,F,Administrative Officer,H,Gold,Retail,352767.1199,18067.5,2,2354.688,321637.2992,227137.570464,92108.20098816004,14904.848000000002,821211.748,0,-84,7536,Maori
66,M,Automation Specialist III,H,Silver,Retail,230627.75969999994,33204.18,2,7191.014399999998,1583634.2903999996,378278.5991219999,1053435.8469623397,63161.330399999984,1317554.3789999997,2,-400,7859,Indian
28,F,Office Assistant II,H,Jade,Retail,132987.8865,15488.38,1,2065.5748,632022.2164,189791.77536,79712.54565120004,32823.484,944514.2372,3,-80,3709,European
79,F,Assistant Manager,MR,Gold,Retail,408054.7608,66808.24,1,6233.9422,1143817.6472,113521.32087399998,336297.1267684601,45525.063200000004,2158734.1857999996,2,76,3863,European
81,F,Geologist I,H,Jade,Retail,397666.9164,41829.060000000005,2,1042.7508,483400.008,227991.18232800002,597988.30107744,26417.664000000004,74992.0626,3,-478,5976,Maori
70,M,Actuary,MR,Jade,Retail,127187.1458,30942.37,3,2059.7516,277278.39639999997,59009.13202799999,58671.936987839996,9987.6358,256403.88299999997,0,-310,5012,European
40,F,Health Coach I,MR,Gold,Commercial,55548.3885,7374.9,1,1919.5385999999999,244695.3969,220242.50932499996,45084.937202999994,4742.376899999999,206909.3202,3,-224,12376,European
57,F,Human Resources Assistant I,L,Jade,Retail,90398.5332,8791.2,2,1192.5100000000002,721798.2200000001,398876.21081,73869.80215779999,35981.242,247714.85200000004,1,112,4941,European
51,M,Systems Administrator IV,H,Gold,Retail,88518.56640000001,7891.84,2,964.3008,631312.7904,265969.76448,112847.17150080002,24846.0192,110986.23359999999,3,-329,8853,Pacific Islander
48,F,Developer III,MR,Silver,Investments Only,235108.1997,27598.14,1,6791.7246000000005,94868.8803,230905.36020000002,387921.00513600005,74617.9338,723146.0793,2,-171,5501,European
45,M,Office Assistant I,H,Jade,Retail,242843.25079999998,11390.619999999999,1,1898.1312,992141.2256,432336.096192,500401.3174899199,16707.0624,357398.2272,1,-84,10993,European
39,M,Paralegal,H,Silver,Private Bank,88405.3876,15785.68,1,1863.7566000000002,399897.7686,403094.05504,124959.15706239996,1331.7632,621081.3488,3,-400,6338,Indian
65,F,Developer I,H,Silver,Retail,83318.5278,12440.52,3,1644.1083,83782.9845,64951.27695000001,79890.07064850001,21339.593100000002,80882.2746,3,48,10421,Asian
78,F,Computer Systems Analyst II,H,Gold,Retail,33648.249599999996,7178.759999999999,2,1240.7472,703436.6592,12973.036031999998,30324.471724799998,38456.5104,1036721.9808,1,-376,10972,Indian
